ID CONTRATO|RUC CONTRATISTA|TIPO PENALIDAD|OBJETO CONTRATO|ENTIDAD CONTRATANTE|FECHA PENALIDAD|DESCRIPCION/MOTIVO|MONTO
2026259|10181420761|Otra Penalidad|Consultoría de Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|03/03/21|Ausencia injustificada en obra del Supervisor|194,9
2025552|20511006547|Otra Penalidad|Servicio|PETROLEOS DEL PERU S.A.|30/04/19|PENALIDAD POR INCUMPLIMIENTO NORMAS SEGURIDAD|7560
2011772|20108605392|Por Mora|Bien|ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL|22/12/20|RETRASO EN LA ENTREGA DE EQUIPOS|1799,28
2026666|20601369169|Otra Penalidad|Servicio|ZONA REGISTRAL N° V SEDE TRUJILLO|02/03/21|PENALIDAD POR LA NO ENTREGA DE INSUMOS, IMPLEMENTOS Y/O EQUIPOS DENTRO DEL PLAZO Y POR MALA CALIDAD DE SERVICIO|4093,33
2035314|20602352910|Otra Penalidad|Servicio|ZONA REGISTRAL N° V SEDE TRUJILLO|23/03/21|PENALIDAD POR FALTA O NO COBERTURA DE PUESTO Y MALA CALIDAD DE SERVICIO|2525,27
2021661|20448320970|Por Mora|Servicio|EMPRESA DE GENERACION ELECTRICA MACHUPICCHU|26/01/21|Retraso de 6 dias en el inicio de la ejecucion del servicio en la CHM km.122 Primer pago mes de Setiembre 2020|558,4
2021661|20448320970|Por Mora|Servicio|EMPRESA DE GENERACION ELECTRICA MACHUPICCHU|26/01/21|Retraso de 6 dias en el inicio de la ejecucion del servicio de la Represa Km.107 prestado en el mes de setiembre primer pago |1257,03
2022193|20526351950|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|18/04/21|RESIDENTE NO SE ENCUENTRA EN FORMA PERMANENTE EN LA OBRA|2200
2049515|20503794692|Por Mora|Bien|HOSPITAL EMERGENCIA ATE VITARTE|19/04/21|EL CONTRATISTA NO CUMPLIO CON EL PLAZO DE ENTREGA DE LOS BIENES, POR LO TANTO, INCURRIO EN PENALIDAD.|2121,6
2049603|20542560780|Por Mora|Bien|MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE|30/04/21|HABER ACUMULADO MONTO MAXIMO DE PENALIDADES |144175
2034892|20120507126|Otra Penalidad|Servicio|HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR|23/02/21|FALTA LEVE Y GRAVE - DEL 31 DE DICIEMBRE DEL 2020 AL 31 DE ENERO|15400
2011157|20602379842|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE SANTA - CHIMBOTE|10/02/21|PENALIDAD POR MORA|89764,48
2011289|20602379842|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE SANTA - CHIMBOTE|28/01/21|PENALIDAD POR MORA|260067,96
2048488|20601763631|Otra Penalidad|Servicio|HOSPITAL EMERGENCIA ATE VITARTE|12/04/21|NO ENTREGO LOS MATERIALES DE LIMPIEZA EN EL TIEMPO ACORDADO|11000
2050046|20419385442|Por Mora|Bien|HOSPITAL EMERGENCIA ATE VITARTE|14/05/21|06 DIAS DE ATRASO EN LA SEGUNDA ENTREGA|1200
2015068|20252575457|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|27/05/21|OTRAS PENALIDADES|23788
2045459|20572205895|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|27/05/21|OTRAS PENALIDADES|375
2043228|20600930860|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|13/05/21|OTRA PENALIDAD|375
2055334|20601619947|Por Mora|Servicio|HOSPITAL EMERGENCIA ATE VITARTE|24/05/21|EL CONTRATISTA INCUMPLIO CON EL PLAZO DE EJECUCION DEL SERVICIO|1492,28
2011942|20511772312|Por Mora|Servicio|PROGRAMA NACIONAL DE TELECOMUNICACIONES|15/12/20|PENALIDAD POR RETRASO INJUSTIFICADO EN LA PRESENTACION DEL ESTUDIO DE SEGURIDAD Y EL INFORME DE LOS RESULTADOS DEL CUMPLIMIENTO DEL PLAN DE CAPACITACION Y REENTRENAMIENTO|445,48
2011942|20511772312|Otra Penalidad|Servicio|PROGRAMA NACIONAL DE TELECOMUNICACIONES|27/01/21|CAMBIO DE PERSONAL SIN CUMPLIR CON EL PERFIL MINIMO REQUERIDO|5600
2025240|20502804384|Otra Penalidad|Servicio|PROGRAMA NACIONAL DE TELECOMUNICACIONES|25/05/21|POR HABER INCURRIDO EN EL SUPUESTO DE PENALDIDAD Nº03 DEL CONTRATO|2200
2025240|20502804384|Por Mora|Servicio|PROGRAMA NACIONAL DE TELECOMUNICACIONES|14/06/21|POR HABER INCURRIDO EN 1 DIA DE RETRASO INJUSTIFICADO|823,53
2054849|20601763631|Otra Penalidad|Servicio|HOSPITAL EMERGENCIA ATE VITARTE|04/06/21|Penalidad por incumplimiento del TDR, demora en presentación de documentos|660
2014646|20600533798|Otra Penalidad|Obra|MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO|18/06/21|CAMBIO DE PERSONAL CLAVE Y AUSENCIA|2420
2032123|20450440681|Por Mora|Obra|GOBIERNO REGIONAL DE SAN MARTIN - PROYECTO ESPECIAL ALTO MAYO|15/06/21|MULTA POR DEMORA EN TERMINO DE OBRA (MORA)|100,35
2050458|20393719444|Por Mora|Servicio|CORTE SUPERIOR DE JUSTICIA DE UCAYALI|30/06/21|POR ATRASO DE 2 DIAS CORRESPONDIENTE AL MES DE MAYO DEL 01/05/2021 AL 31/05/2021|152,4
2013728|20555130741|Por Mora|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|04/06/21|OTRAS PENALIDADES|400
2052774|20538597121|Por Mora|Bien|GOBIERNO REGIONAL DE PUNO- HOSPITAL REGIONAL MANUEL NUÑEZ BUTRON|11/06/21|PENALIDAD POR MORA EN LA ENTREGA DE LOS BIENES|12177,6
2044840|20601234123|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|25/06/21|OTRAS PENALIDADES|400
2044852|20486746581|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|25/06/21|OTRAS PENALIDADES|400
2028666|20262996329|Por Mora|Bien|IAFAS DEL EJERCITO DEL PERU (FOSPEME)|12/04/21|APLIACION DE PENALIDAD POR RETRASO INJUSTIFICADO|2475
2038613|20600266030|Por Mora|Servicio|EMPRESA CONCESIONARIA DE ELECTRICIDAD DE UCAYALI S.A.|22/04/21|En el formato de conformidad se indica la cantidad de 59 días calendario como retrasó en la ejecución de la prestación, lo que motivó la aplicación del 10% del monto contractual vigente.|9999
2015854|20551675247|Por Mora|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|16/12/20|Mediante el Informe N°945-2020-SSTR se brindó conformidad al 4to período de servicio, el cual tuvo un total de S/ 198,781.99 aplicables por penalidad por mora. No obstante, en la misma factura del 4to período se cargó S/ 321,500.13 del 3er período que quedó pendiente de aplicar.|198781,99
2023902|20477760318|Otra Penalidad|Obra|MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO|23/06/21|Otras penalidades, por ausencia del ingeniero residente en obra|440
2016160|10239302691|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|26/01/21|PENALIDAD SEGUN INFORME N° 0030-2021-TABPF/DPT-LOG/MPQ-U|196,78
2009363|20490528556|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|21/01/21|PENALIDAD SEGUN INFORME N° 0021-2021-TABPF/DPT-LOG/MPQ-U|18275
2007240|20357769150|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|21/01/21|PENALIDAD SEGUN INFORME N° 0019-2021-TABPF/DPT-LOG/MPQ-U|2150
2007270|20601410959|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|21/12/20|PENALIDAD SEGUN INFORME N° 00189-2020-TABPF/ABAS/MPQ-U|19350
2019878|20564111270|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|10/12/20|PENALIDAD SEGUN INFORME N° 00163-2020-TABPF/ABAS/MPQ-U|120,18
2030521|20526294204|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|19/07/21|NO ENTREGA DE CALENDARIO DE AVANCE VALORIZADO ACTUALIZADO Y LA PROGRAMACIÓN CPM|2200
2039167|20513338377|Por Mora|Bien|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|05/02/21|RETRASO INJUSTIFICADO EN PRIMERA,SEGUNDA Y TERCERA ENTREGA.|39900
2053877|20544274768|Otra Penalidad|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|11/06/21|Por detectarse a un conductor del contratista con más de 60 años de edad prestando servicio con una unidad vehicular (la penalidad se aplicará por ocurrencia)|660
2009341|10021511116|Por Mora|Consultoría de Obra|MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO|01/06/21|PENALIDAD - CLAUSULA 12 (INCUMPLIMIENTO INJUSTIFICADO DE OBLIGACIONES CONTRACTUALES)|3512,89
2044550|20601692806|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|12/07/21|OTRAS PENALIDADES|425
2044905|20601692806|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|08/07/21|OTRAS PENALIDADES|625
2026580|20454930917|Otra Penalidad|Obra|MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO|17/08/21|PENALIDAD POR DOCUMENTACION INCOMPLETA |1100
2008180|20100466709|Otra Penalidad|Servicio|UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 07 - SAN BORJA|09/08/21|Motivo de la penalidad: Por tardanzas en el horario de ingreso del personal Operador.|960
2008180|20100466709|Otra Penalidad|Servicio|UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 07 - SAN BORJA|09/08/21|Motivo de la penalidad: Por personal Operador que no cuente con uniforme distintivo.|792
2008180|20100466709|Otra Penalidad|Servicio|UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 07 - SAN BORJA|09/08/21|Motivo de la penalidad: Por realizar cambio de operador sin la coordinación y autorización de la UGEL 07|88
2019921|20494782244|Por Mora|Obra|PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED|15/07/21|Penalidad por mora aplicada en su totalidad al momento de la liquidación de contrato.|1307,79
2056616|20392965191|Por Mora|Bien|MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO|06/08/21|APLICAR PENALIDAD POR RETRASO INJUSTIFICADO EN LA EJECUCION DE PRESTACIONES  POR UN DIA,CORRESPONDIENTE  A LA PRIMERA ENTREGA.|939,59
2044440|20552917210|Otra Penalidad|Servicio|ARCHIVO GENERAL DE LA NACION|30/07/21|Penalidad - Cuarta entrega|1320
2040725|20568243162|Otra Penalidad|Servicio|ARCHIVO GENERAL DE LA NACION|04/08/21|Penalidad - Segunda Entrega|660
2048362|20568957874|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN DE CAJAS|30/06/21|Indumentaria de protección individual personal 1/2000, por el monto de S/. 889.91, incurrido en dos oportunidades, sustentado en  la Notificacion Nº009-2021-CONSORCIOCOSVA-JS/ARQ.JPC y Notificacion Nº012-2021-CONSORCIOCOSVA-JS/ARQ.JPC|1779,82
2028878|20601612268|Por Mora|Obra|GOBIERNO REGIONAL DE LAMBAYEQUE - PROYECTO ESPECIAL OLMOS - TINAJONES|17/08/21|MONTO POR ATRASO INJUSTIFICADO-61 DIAS DE ATRASO|72435,06
2005517|20601530857|Otra Penalidad|Servicio|PROGRAMA NACIONAL PARA LA EMPLEABILIDAD|03/12/20|19 dias de incumplimiento en la entrega de Kit tecnologico - Contrato 07-2020|3800
2005517|20601530857|Otra Penalidad|Servicio|PROGRAMA NACIONAL PARA LA EMPLEABILIDAD|09/12/20|28 días de incumplimiento en la entrega de Kit tecnológico - contrato 18-2020|5600
2050933|20602120105|Otra Penalidad|Bien|EMPRESA NACIONAL DE LA COCA S.A.|23/10/20|PENALIDAD POR RETRASO DE 07 DIAS EN LA ENTREGA DE LOS CERTIFICADOS DE CALIDAD|301
2006596|20602158056|Otra Penalidad|Servicio|HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR|16/03/21|OCURRENCIAS MENSUAL APICADAS EN ENERO |9460
2006596|20602158056|Otra Penalidad|Servicio|HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR|22/04/21|OCURRENCIA APLICADAS EN EL PERIODO DE FEBRERO|11220
2000053|20359742615|Otra Penalidad|Servicio|MINISTERIO DE RELACIONES EXTERIORES|09/04/21|Puesto de seguridad y vigilancia no cubierto con una demora mayor a dos horas|660
2011272|20602379842|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE SANTA - CHIMBOTE|04/03/21|PENALIDAD POR MORA|76066,76
2044485|20513338377|Por Mora|Bien|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|05/01/21|RETRASO INJUSTIFICADO EN LA ENTREGA DEL BIEN EN ALMACEN|25918,75
2012624|10214642374|Otra Penalidad|Servicio|EJERCITO PERUANO|22/12/20|MALA ATENCIÓN, PRODUCTOS ALIMENTICIOS CON FECHA DE VENCIMIENTO EXPIRADO Y ADULTERADO, NO CUMPLIR CON LAS NORMAS DE MEDIDAS DE SOLUBRIDAD Y BIOSEGURIDAD DURANTE LA CONFECCIÓN DE LOS ALIMENTOS|1000
2010516|20563330881|Por Mora|Servicio|COMISION NACIONAL DE INVESTIGACION Y DESARROLLO AEROESPACIAL|23/12/20|Un (01) día de atraso|136,86
2032921|20487493059|Otra Penalidad|Consultoría de Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|18/04/21|EL SUPERVISOR NO SE ENCUENTRA EN FORMA PERMANENTE EN LA OBRA|2200
2018770|20100017491|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|19/05/21|OTRAS PENALIDADES|5500
2018770|20100017491|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|20/05/21|OTRAS PENALIDADES|100
2035717|20509895776|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|28/05/21|OTRAS PENALIDADES|550
2050458|20393719444|Por Mora|Servicio|CORTE SUPERIOR DE JUSTICIA DE UCAYALI|04/06/21|POR ATRASO DE 2 DIAS  DEL 01 DE ABRIL AL 30 DE ABRIL DEL 2021|16,8
2013697|20605316710|Otra Penalidad|Servicio|MINISTERIO DE EDUCACION|28/12/20|CUANDO EL INVENTARIADO DEJE BIENES SIN INVENTARIAR, POR DESCUIDO|14280
2014993|20507201793|Por Mora|Consultoría de Obra|MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO|21/06/21|PENALIDAD POR MORA Y OTRAS PENALIDADES|2835
2034655|20601182786|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE TALAVERA|21/06/21|APLICACIÓN DE ¿OTRAS PENALIDADES¿ POR: (1) LA ENTREGA DE INFORMACIÓN INCOMPLETA Y (2) LA NO ENTREGA DEL CRONOGRAMA VALORIZADO CONTRACTUAL, CONFORME SEÑALA EN LA CLAUSULA DECIMA SEXTA ¿ PENALIDADES, DEL CONTRATO DE EJECUCIÓN DE OBRA N°130-2020-MDT/GM.|415,3
2007326|20482468935|Por Mora|Obra|PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED|18/12/20|Penalidad por mora al incumplir en presentar el expediente técnico dentro del plazo establecido en el contrato.|148,06
2054618|20604035768|Por Mora|Bien|SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT|27/05/21|Atraso en el entrega de los bienes|36400
2015515|10021511116|Otra Penalidad|Consultoría de Obra|MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO|30/06/21|INCUMPLIMIENTO INJUSTIFICADO DE OBLIGACIONES CONTRACTUALES|7129,13
2039503|20602691617|Por Mora|Bien|ORGANISMO TECNICO DE LA ADMINISTRACION DE SERVICIOS DE SANEAMIENTO|15/04/21|PENALIDAD POR RETRASO INJUSTIFICADO EN EL SERVICIO |58213,33
2051795|20563186152|Por Mora|Bien|POLICÍA NACIONAL DEL PERÚ - XI DIRECCIÓN TERRITORIAL AREQUIPA|07/07/21|Resolución|6116,95
2015326|20604122121|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE MOLINOS - PACHITEA|17/12/20|INFORME Nº 533-2020-MDM/GI-SGEO|2716,79
2040725|20568243162|Otra Penalidad|Servicio|ARCHIVO GENERAL DE LA NACION|07/05/21|Otras penalidades|88
2018479|20503271592|Por Mora|Servicio|ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL|04/06/21|Se adjunta penalidad|7472,1
2038572|20604152063|Otra Penalidad|Obra|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|29/03/21|NUMERAL 05 DE OTRAS PENALIDADES|258,31
2006661|20486625521|Otra Penalidad|Consultoría de Obra|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|26/03/21|NUMERAL 15 DEL CONTRATO|21,5
2015854|20551675247|Por Mora|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|09/12/20|Cuadro de Penalidad e Informe del área usuaria.|417275,75
2015854|20551675247|Por Mora|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|14/12/20|Cuadro de Penalidad, Informe y conformidad del área usuaria|321500,13
2015854|20551675247|Otra Penalidad|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|30/11/20|Cuadro de penalidad, Informe y conformidad|5418
2015854|20551675247|Otra Penalidad|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|09/12/20|Cuadro de penalidad, Informe y conformidad|6880
2015854|20551675247|Otra Penalidad|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|14/12/20|Cuadro de penalidad, Informe y conformidad|8256
2015854|20551675247|Otra Penalidad|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|16/12/20|Cuadro de penalidad, Informe y conformidad|8987
2015854|20551675247|Otra Penalidad|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|17/12/20|Cuadro de penalidad, Informe y conformidad|9847
2015854|20551675247|Otra Penalidad|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|17/12/20|Cuadro de penalidad, Informe y conformidad|1806
2015854|20551675247|Otra Penalidad|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|22/12/20|Cuadro de penalidad, Informe y conformidad|5633
2015854|20551675247|Otra Penalidad|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|30/12/20|Cuadro de penalidad, Informe y conformidad|2451
2015854|20551675247|Otra Penalidad|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|30/12/20|Cuadro de penalidad, Informe y conformidad|258
2016253|10215388196|Otra Penalidad|Servicio|UNIVERSIDAD NACIONAL CIRO ALEGRIA|07/07/21|POR NO PRESENTAR HABILIDAD DE LOS PROFESIONALES DENTRO DE LOS 5 DIAS DE INICIADO LA EJECUCION|7700
2016167|10433217476|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|26/01/21|PENALIDAD SEGUN INFORME N° 0036-2021-TABPF/DPT-LOG/MPQ-U|216,27
2056886|20601518962|Por Mora|Servicio|HOSPITAL EMERGENCIA ATE VITARTE|01/07/21|EL CONTRATISTA INCUMPLIO CON EL PLAZO DE EJECUCION DEL SERVICIO.|28959
2016178|10238792504|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|26/01/21|PENALIDAD SEGUN INFORME N° 0028-2021-TABPF/DPT-LOG/MPQ-U|280,36
2016773|10239807106|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|26/01/21|PENALIDAD SEGUN INFORME N° 0027-2021-TABPF/DPT-LOG/MPQ-U|151,39
2016773|10239807106|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|26/01/21|PENALIDAD SEGUN INFORME N° 0026-2021-TABPF/DPT-LOG/MPQ-U|364,46
2009352|20527381569|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|26/01/21|PENALIDAD SEGUN INFORME N° 0025-2021-TABPF/DPT-LOG/MPQ-U|2150
2007270|20601410959|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|26/01/21|PENALIDAD SEGUN INFORME N° 0024-2021-TABPF/DPT-LOG/MPQ-U|24725
2051858|20600219503|Otra Penalidad|Bien|GOBIERNO REGIONAL DE HUANUCO - UNIDAD DE GESTION EDUCATIVA LOCAL DE AMBO|27/05/21|CALCULO DE PENALIDAD POR INCUMPLIMIENTO DE PLAZO  DE ENTREGA EN LA ORDEN DE COMPRA N°002-2021|17345,12
2030075|20171586608|Por Mora|Bien|IAFAS DEL EJERCITO DEL PERU (FOSPEME)|31/03/21|PENALIDAD POR MORA EN LA EJECUCION DE LA PRESTACION|178,33
2013116|20171586608|Por Mora|Bien|IAFAS DEL EJERCITO DEL PERU (FOSPEME)|31/03/21|PENALIDAD POR MORA EN LA EJECUCION DE LA PRESTACION|896
2020409|20494087228|Otra Penalidad|Obra|MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA|24/02/21|penalidad por retraso|25636,36
2010433|20602655718|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|21/01/21|PENALIDAD SEGUN INFORME N° 0014-2021-TABPF/DPT-LOG/MPQ-U|17200
2019878|20564111270|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|10/12/20|PENALIDAD SEGUN INFORME N° 00162-2020-TABPF/ABAS/MPQ-U|230,13
2019834|20564111270|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|10/12/20|PENALIDADES SEGUN I NFORME N° 00161-2020-TABPF/ABAS/MPQ-U|170,48
2030521|20526294204|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|19/07/21|RETRASO INJUSTIFICADO EN LA EJECUCIÓN DE PRESTACIONES OBJETO DEL CONTRATO|24752,14
2030521|20526294204|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|19/07/21|RESIDENTE DE OBRA NO DESEMPEÑE SUS FUNCIONES DE FORMA PERMANENTE Y DIRECTA EN LA EJECUCIÓN DE LA OBRA|394,07
2000984|20604137188|Otra Penalidad|Servicio|SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS|10/11/20|demora entrega equipos y uniforme|900
2016419|20505423519|Por Mora|Bien|GOBIERNO REGIONAL DE CAJAMARCA-SALUD CHOTA|26/11/20|HOJA DE LIQUIDACION|2870
2013442|20557796607|Por Mora|Bien|GOBIERNO REGIONAL DE MADRE DE DIOS - PROYECTO ESPECIAL MADRE DE DIOS|25/11/20|PENALIDAD POR 07 DIAS DE RETRASO |12994,8
2014156|20100018625|Por Mora|Bien|CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD|21/12/20|CONTRATO N° 046-2020|15,28
2014066|20347605515|Por Mora|Bien|CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD|21/12/20|CONTRATO N° 035-2020|45,89
2014110|20536390201|Por Mora|Bien|CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD|17/12/20|CONTRATO 042-2020|53,82
2025999|20523233981|Por Mora|Bien|POLICÍA NACIONAL DEL PERÚ - X REGIÓN TERRITORIAL CUSCO|28/12/20|Se aplica penalidad por 03 días de mora en la entrega del bien|1807,5
2026259|10181420761|Otra Penalidad|Consultoría de Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|28/02/21|El supervisor realiza tramitaciones a la entidad con documentación faltante, incompleta o deficiente|860
2025552|20511006547|Otra Penalidad|Servicio|PETROLEOS DEL PERU S.A.|30/04/19|PENALIDAD INCUMPLIMIENTO NORMAS SEGURIDAD|7560
2011676|20559912191|Otra Penalidad|Servicio|ZONA REGISTRAL N° V SEDE TRUJILLO|21/01/21|INCUMPLIMIENTO DE NORMAS DE SEGURIDAD Y ABANDONO DE PUESTO |1760
2026642|20602830307|Por Mora|Bien|GOBIERNO REGIONAL DE CAJAMARCA-HOSPITAL CAJAMARCA|02/08/21|ADQUISICIÓN DE COMPRESA DE GASA PARA LOS DIFERENTES SERVICIOS DEL HRDC - PENALIDAD SOBRE RETRASO INJUSTIFICADO|27423
2011801|20571305128|Otra Penalidad|Obra|PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED|09/08/21|"OTRAS PENALIDADES EXP TEC" Supuesto N° 9 (Levantamiento de Obs)|1290
2024397|20481813841|Otra Penalidad|Obra|PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED|30/12/20|"OTRAS PENALIDADES EXP TEC" Supuesto N° 9 (Levantamiento de Obs)|1082,27
2024863|20494782244|Otra Penalidad|Obra|PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED|14/12/20|1.- "OTRAS PENALIDADES EXP TEC" Supuesto N° 9 (Levantamiento de Obs)|1281,33
2024863|20494782244|Por Mora|Obra|PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED|26/07/21|2.- PENALIDAD POR MORA ENTREGA DE EXP TEC|160,17
2007302|20600353625|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|10/12/20|PENALIDAD  SEGUN INFORME N° 00164-2020-TABPF/ABAS/MPQ-U|72,45
2019878|20564111270|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|10/12/20|PENALIDAD SEGUN INFORME N° 00163-2020-TABPF/ABAS/MPQ-U|40,06
2019878|20564111270|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|10/12/20|PENALIDAD SEGUN INFORME N°  00162-2020-TABPF/ABAS/MPQ-U|76,71
2019834|20564111270|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|10/12/20|PENALIDAD SEGUN INFORME N° 00161-2020-TABPF/ABAS/MPQ-U|85,24
2007152|20526894651|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|10/12/20|PENALIDAD SEGUN INFORME N° 00160-2020-TABPF/ABAS/MPQ-U|221,61
